index,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate_cat,DistanceFromHome_cat,HourlyRate_cat,MonthlyIncome_cat,MonthlyRate_cat,TotalWorkingYears_cat,YearsAtCompany_cat,YearsInCurrentRole_cat,MonthlyRatetoIncomeDiff,MonthlyRatetoIncomeDiff_cat
1300,34,0,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,800-1200,5-10,>80,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,15329,15k-20k
1458,35,0,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1,<400,<2,60-80,2500-5000,5000-10000,<5,<5,2 to 4,5975,5k-10k
955,55,0,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,<400,<2,40-60,>10000,5000-10000,20 to 25,15 to 20,>8,-12195,<0
323,28,1,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,800-1200,<2,>80,2500-5000,20000-25000,<5,<5,<2,21273,>20k
1164,40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,400-800,15-20,>80,7500-10000,15000-20000,15 to 20,<5,<2,12003,10k-15k
586,24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,800-1200,5-10,40-60,2500-5000,>25000,<5,<5,<2,23857,>20k
607,49,1,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,800-1200,10-15,40-60,7500-10000,5000-10000,5 to 10,5 to 10,6 to 8,-1794,<0
952,31,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,800-1200,<2,40-60,<2500,5000-10000,<5,<5,<2,6017,5k-10k
1165,44,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,400-800,<2,<40,5000-7500,10000-15000,10 to 15,5 to 10,6 to 8,4760,0k to 5k
949,39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,400-800,15-20,<40,2500-5000,10000-15000,5 to 10,5 to 10,6 to 8,8818,5k-10k
1227,31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,400-800,<2,60-80,2500-5000,15000-20000,5 to 10,<5,<2,14626,10k-15k
424,57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,<400,>20,40-60,>10000,20000-25000,>30,<5,<2,7984,5k-10k
248,37,0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,800-1200,<2,>80,2500-5000,15000-20000,15 to 20,<5,<2,14777,10k-15k
1384,34,0,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,1,Male,32,3,3,Sales Executive,4,Single,9888,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1,800-1200,<2,<40,7500-10000,5000-10000,10 to 15,10 to 15,6 to 8,-3118,<0
119,43,0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,<400,>20,>80,>10000,15000-20000,20 to 25,>20,>8,2535,0k to 5k
680,36,0,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,<400,5-10,60-80,2500-5000,20000-25000,5 to 10,5 to 10,<2,18615,15k-20k
1005,29,0,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,<400,15-20,40-60,7500-10000,5000-10000,5 to 10,5 to 10,>8,1781,0k to 5k
1155,39,0,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,<400,2-5,60-80,2500-5000,10000-15000,10 to 15,5 to 10,6 to 8,7233,5k-10k
964,34,0,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,400-800,10-15,60-80,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,17428,15k-20k
333,43,0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,800-1200,5-10,40-60,7500-10000,5000-10000,5 to 10,<5,<2,-723,<0
1117,34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1,>1200,<2,40-60,5000-7500,10000-15000,5 to 10,<5,<2,7524,5k-10k
341,38,0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,<400,10-15,>80,>10000,15000-20000,10 to 15,10 to 15,>8,4172,0k to 5k
296,18,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,<400,2-5,40-60,<2500,>25000,,,<2,23813,>20k
500,32,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,400-800,5-10,>80,5000-7500,15000-20000,5 to 10,5 to 10,2 to 4,11767,10k-15k
134,26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,>1200,>20,60-80,2500-5000,5000-10000,5 to 10,5 to 10,6 to 8,5974,5k-10k
538,41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,<400,<2,40-60,>10000,15000-20000,20 to 25,>20,6 to 8,373,0k to 5k
746,41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,<400,5-10,40-60,>10000,20000-25000,20 to 25,>20,>8,311,0k to 5k
1048,34,0,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,>1200,2-5,>80,2500-5000,15000-20000,10 to 15,10 to 15,>8,11132,10k-15k
1157,35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,<400,5-10,40-60,2500-5000,10000-15000,10 to 15,10 to 15,>8,8102,5k-10k
835,35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,400-800,5-10,>80,2500-5000,5000-10000,5 to 10,<5,2 to 4,2785,0k to 5k
598,28,1,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,800-1200,<2,40-60,2500-5000,15000-20000,<5,<5,<2,11992,10k-15k
852,29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,>1200,5-10,40-60,2500-5000,>25000,5 to 10,5 to 10,6 to 8,23211,>20k
433,46,0,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,800-1200,5-10,>80,7500-10000,10000-15000,10 to 15,<5,<2,2492,0k to 5k
1141,30,0,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1,<400,5-10,40-60,<2500,5000-10000,5 to 10,5 to 10,2 to 4,3207,0k to 5k
1263,42,0,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,800-1200,10-15,40-60,2500-5000,5000-10000,5 to 10,<5,2 to 4,6186,5k-10k
373,27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,>1200,<2,>80,2500-5000,15000-20000,<5,<5,<2,14065,10k-15k
548,43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,400-800,10-15,40-60,5000-7500,20000-25000,5 to 10,<5,<2,16879,15k-20k
77,45,0,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,<400,5-10,40-60,>10000,15000-20000,15 to 20,,<2,1822,0k to 5k
954,42,0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,400-800,<2,<40,>10000,>25000,20 to 25,15 to 20,6 to 8,8721,5k-10k
1347,36,0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,>1200,<2,>80,2500-5000,<5000,5 to 10,5 to 10,<2,337,0k to 5k
845,40,0,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,800-1200,>20,>80,2500-5000,20000-25000,15 to 20,<5,<2,16781,15k-20k
1065,55,0,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2,>1200,2-5,<40,2500-5000,15000-20000,<5,<5,<2,12108,10k-15k
1012,31,1,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,400-800,<2,40-60,<2500,15000-20000,<5,<5,<2,14795,10k-15k
1222,24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,<400,>20,40-60,<2500,10000-15000,<5,<5,<2,10030,10k-15k
737,41,0,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,400-800,5-10,40-60,5000-7500,20000-25000,5 to 10,<5,<2,18368,15k-20k
271,47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9,400-800,>20,>80,>10000,10000-15000,5 to 10,5 to 10,6 to 8,-1581,<0
230,52,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2,>1200,<2,>80,2500-5000,<5000,5 to 10,<5,<2,88,0k to 5k
1319,32,0,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,>1200,5-10,60-80,2500-5000,>25000,<5,,<2,21427,>20k
779,51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,>1200,2-5,<40,<2500,10000-15000,15 to 20,5 to 10,<2,7871,5k-10k
1315,36,0,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,400-800,<2,60-80,5000-7500,15000-20000,10 to 15,<5,<2,12611,10k-15k
814,40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,>1200,10-15,40-60,>10000,15000-20000,20 to 25,15 to 20,6 to 8,-2082,<0
987,51,0,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,400-800,<2,40-60,>10000,15000-20000,10 to 15,<5,<2,4799,0k to 5k
712,33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,400-800,10-15,40-60,2500-5000,15000-20000,<5,<5,<2,13789,10k-15k
208,40,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,800-1200,5-10,60-80,2500-5000,10000-15000,<5,<5,<2,9366,5k-10k
412,46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,>1200,15-20,>80,2500-5000,>25000,15 to 20,5 to 10,6 to 8,21504,>20k
1410,40,0,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,400-800,<2,>80,5000-7500,<5000,10 to 15,10 to 15,6 to 8,-1419,<0
654,39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,>1200,<2,40-60,5000-7500,5000-10000,10 to 15,<5,2 to 4,2586,0k to 5k
559,38,0,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,<400,<2,>80,2500-5000,20000-25000,5 to 10,<5,<2,17414,15k-20k
1133,43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2,800-1200,>20,>80,2500-5000,5000-10000,5 to 10,5 to 10,2 to 4,979,0k to 5k
732,30,1,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,<400,2-5,40-60,<2500,>25000,<5,<5,<2,23303,>20k
978,40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,>1200,<2,>80,5000-7500,10000-15000,10 to 15,10 to 15,>8,7511,5k-10k
1001,37,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,>1200,10-15,>80,2500-5000,15000-20000,5 to 10,<5,<2,15477,15k-20k
197,42,0,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,800-1200,>20,<40,5000-7500,15000-20000,10 to 15,<5,2 to 4,11174,10k-15k
920,34,0,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,<400,15-20,40-60,2500-5000,20000-25000,10 to 15,10 to 15,6 to 8,18090,15k-20k
743,59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,400-800,<2,60-80,>10000,20000-25000,25 to 30,<5,2 to 4,8103,5k-10k
880,32,0,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,<400,10-15,60-80,2500-5000,5000-10000,<5,<5,<2,4588,0k to 5k
1162,35,1,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,400-800,5-10,40-60,>10000,20000-25000,10 to 15,10 to 15,>8,11224,10k-15k
405,25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,400-800,2-5,>80,2500-5000,5000-10000,5 to 10,<5,<2,5365,5k-10k
1181,49,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,400-800,5-10,40-60,>10000,10000-15000,25 to 30,10 to 15,>8,-2314,<0
1053,57,0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8,400-800,<2,>80,2500-5000,<5000,10 to 15,10 to 15,>8,-2179,<0
1185,43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,>1200,10-15,60-80,>10000,<5000,10 to 15,10 to 15,>8,-14078,<0
645,29,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,<400,<2,40-60,2500-5000,20000-25000,<5,<5,<2,20722,>20k
76,35,0,Travel_Rarely,776,Sales,1,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8,400-800,<2,<40,2500-5000,20000-25000,15 to 20,10 to 15,>8,18704,15k-20k
510,54,0,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,<400,15-20,>80,>10000,5000-10000,15 to 20,5 to 10,6 to 8,-3996,<0
572,29,0,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,400-800,>20,60-80,2500-5000,>25000,10 to 15,5 to 10,6 to 8,21214,>20k
1468,49,0,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8,800-1200,<2,60-80,5000-7500,10000-15000,15 to 20,5 to 10,4 to 6,7853,5k-10k
1427,40,0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0,400-800,<2,>80,<2500,<5000,5 to 10,<5,<2,1654,0k to 5k
374,28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,<400,5-10,>80,5000-7500,20000-25000,5 to 10,5 to 10,4 to 6,15497,15k-20k
1137,22,0,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3,400-800,>20,>80,2500-5000,10000-15000,<5,<5,<2,7479,5k-10k
549,34,0,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,800-1200,5-10,>80,5000-7500,5000-10000,5 to 10,<5,<2,1218,0k to 5k
294,37,0,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,800-1200,5-10,40-60,<2500,10000-15000,<5,<5,<2,9085,5k-10k
983,34,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,400-800,<2,>80,5000-7500,5000-10000,10 to 15,10 to 15,>8,-524,<0
45,41,1,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,58,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8,>1200,10-15,40-60,>10000,15000-20000,20 to 25,>20,>8,-3265,<0
747,38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,800-1200,2-5,40-60,5000-7500,<5000,15 to 20,<5,<2,-1880,<0
608,55,1,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,400-800,<2,<40,5000-7500,20000-25000,10 to 15,5 to 10,6 to 8,16359,15k-20k
216,30,1,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,<400,>20,40-60,5000-7500,20000-25000,5 to 10,5 to 10,2 to 4,16271,15k-20k
517,25,0,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,800-1200,5-10,40-60,2500-5000,15000-20000,<5,<5,<2,10827,10k-15k
247,34,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,400-800,<2,>80,5000-7500,20000-25000,10 to 15,10 to 15,>8,17730,15k-20k
102,20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,800-1200,5-10,60-80,2500-5000,15000-20000,<5,<5,<2,16857,15k-20k
170,27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,800-1200,15-20,40-60,2500-5000,10000-15000,5 to 10,<5,<2,10306,10k-15k
778,46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,800-1200,5-10,60-80,2500-5000,20000-25000,15 to 20,15 to 20,>8,16414,15k-20k
417,40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,>1200,<2,60-80,>10000,10000-15000,20 to 25,15 to 20,>8,-5019,<0
1097,24,0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0,<400,>20,40-60,<2500,10000-15000,<5,<5,<2,7740,5k-10k
443,22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,>1200,2-5,>80,2500-5000,5000-10000,<5,<5,<2,5235,5k-10k
335,40,0,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,800-1200,<2,40-60,5000-7500,10000-15000,5 to 10,<5,2 to 4,5816,5k-10k
